,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality
228,Um grupo de alunos está realizando uma visitação pedagógica na horta orgânica,Os alunos estão aprendendo sobre agricultura orgânica,2,Neutral,OK,N
229,"Duas alianças são mostradas ao noivo, sendo uma delas cravejada de brilhantes","Todas as alianças mostradas ao noivo são lisas, sem brilhantes",0,Contradiction,OK,N
230,Um modelo veste uma camiseta cinza e uma jaqueta preta com zíper no meio e nas mangas,A modelo está usando uma camiseta cinza e uma jaqueta preta.,1,Entailment,OK,N
231,Um menino está na praia vestindo uma camiseta azul de manga comprida,Um menino está na praia usando uma camiseta de manga comprida.,1,Entailment,OK,N
232,Um casal está comemorando o carnaval em casa,O casal está triste por não poder comemorar o carnaval,0,Contradiction,OK,N
233,Cinco pessoas praticando ginástica em uma praça arborizada,As pessoas fazendo ginástica na praça arborizada estão vestindo roupas esportivas,2,Neutral,OK,N
234,Um mosquito está sobre a pele humana,O mosquito pode estar se alimentando.,1,Entailment,OK,N
235,Um pé de maconha é visível ao amanhecer,Não há nenhuma planta visível ao amanhecer.,0,Contradiction,OK,N
236,O post mostra as medidas de proteção contra a COVID-19 que estão sendo implementadas dentro do shopping,O post mostra que não estão sendo tomadas medidas de segurança contra a COVID-19 no shopping,0,Contradiction,OK,N
237,Um homem está ajoelhado em oração,O homem está usando jeans azul,2,Neutral,OK,N
238,Um estudo revela que os proprietários de cachorros tendem a sorrir mais,"Proprietários de gatos tendem a ser mais introvertidos, segundo estudo",2,Neutral,OK,N
239,Existe um gato preto na grama,Há um felino de cor escura na grama.,1,Entailment,OK,N
240,O homem está comendo uma salada de frutas.,O homem está consumindo uma mistura de diferentes frutas.,1,Entailment,OK,N
241,O paciente do oftalmologista está sentado com o rosto próximo do equipamento de fazer exames dos olhos,O paciente do oftalmologista está de pé longe do equipamento de fazer exames dos olhos,0,Contradiction,OK,N
242,Uma mulher com uma regata azul está correndo em um parque,A mulher está indo ao supermercado depois de sua corrida no parque,2,Neutral,OK,N
243,Um homem vestido de Papai Noel está animado e olhando diretamente para a câmera,Um indivíduo fantasiado de Papai Noel está olhando para a câmera.,1,Entailment,OK,N
244,Três garrafas de vinho estão dispostas sobre uma mesa de madeira,A mesa está em um restaurante.,2,Neutral,OK,N
245,Uma mulher veste um blusão branco e calça jeans rasgada em um estúdio musical,A mulher está tocando um instrumento musical no estúdio,2,Neutral,OK,N
246,Uma peça em luto exibe os nomes de brasileiros que perderam a vida para o coronavírus,Os nomes de pessoas que morreram de coronavírus no Brasil estão sendo exibidos em uma peça teatral.,1,Entailment,OK,N
247,Duas modelos estão sorrindo e segurando as fragrâncias,Duas mulheres estão segurando perfumes e sorrindo.,1,Entailment,OK,N
248,"Um ruivo barbudo e de óculos está trabalhando em seu notebook, com uma xícara de café à sua frente","O homem de barba ruiva e óculos está usando seu notebook, enquanto uma xícara de café está na frente dele.",1,Entailment,OK,N
249,"A equipe uniformizada se posiciona para uma formação variada, com alguns membros de pé e outros agachados",Todos os membros da equipe estão sentados.,0,Contradiction,OK,N
250,"O mel e o composto de mel com extrato de própolis de 200 gramas, ambos orgânicos, estão dispostos em uma prateleira",Há mel orgânico e mel com própolis orgânico em uma prateleira.,1,Entailment,OK,N
251,Quatro grupos de pessoas estão reunidos com alimentos empacotados,Quatro grupos de pessoas estão reunidos para comemorar um aniversário.,2,Neutral,OK,N
252,O guerreiro está cuidando de sua arma,O guerreiro está cozinhando comida.,0,Contradiction,OK,N
253,O helicóptero está realizando o resgate de uma vítima,O helicóptero está estacionado na base,0,Contradiction,OK,N
254,Um cadeirante está entrando em um ônibus,O homem está esperando para embarcar em um ônibus,2,Neutral,OK,N
255,"Há um lanche disponível que inclui linguiça, carnes, frangos e batata frita","Não há opção de lanche com linguiça, carnes, frangos e batata frita",0,Contradiction,OK,N
256,A pessoa está sentada no banco do carro e sorrindo,A pessoa está chorando no banco do carro,0,Contradiction,OK,N
257,Agentes auxiliam os condutores na realização de uma blitz,Alguns condutores estão sob a influência de álcool,2,Neutral,OK,N
258,Uma garotinha ajusta sua câmera fotográfica em um campo com um lago ao fundo,A garotinha não tem uma câmera fotográfica.,0,Contradiction,OK,N
259,"A morte permeia o ambiente urbano, afetando indiscriminadamente crianças, jovens e adultos infectados, em uma representação em preto e branco",A representação é de uma cidade europeia.,2,Disagreement,OK,S
260,Um colaborador surdo está ensinando libras para um homem e uma mulher,A mulher que está aprendendo libras é alta.,2,Neutral,OK,N
261,"Uma modelo feminina, radiante de felicidade, segura sacolas de compras enquanto menciona algo sobre uma promoção",A modelo está pensando em sua próxima sessão de fotos,2,Neutral,OK,N
262,Uma jovem loira de longos cabelos veste um vestido preto com mangas brancas,A jovem loira veste uma calça jeans azul,0,Contradiction,OK,N
263,A mulher está recusando uma coletiva de imprensa,A coletiva de imprensa está sem a presença da mulher,1,Entailment,OK,N
264,Um menino e uma menina estão sorrindo e brincando de medir sua altura,Duas crianças estão se divertindo ao comparar suas alturas,1,Entailment,OK,N
265,Duas estudantes estão agachadas ao lado de caixas de lixo coloridas e ambas estão sorrindo,As caixas de lixo são feitas de madeira.,2,Neutral,OK,N
266,Um lagarto verde e marrom está em cima de um galho,Um lagarto de cores verde e marrom está posicionado em um galho.,1,Entailment,OK,N
267,"Dois meninos, ainda muito jovens, estão se divertindo com uma bola de futebol no parque",Dois meninos estão estudando matemática no parque,0,Contradiction,OK,N
268,A mulher está assistindo TV.,A mulher está dormindo,0,Contradiction,OK,N
269,"A equipe uniformizada se posiciona para uma formação variada, com alguns membros de pé e outros agachados",Existem membros da equipe que estão de pé.,1,Entailment,OK,N
270,Uma bancada apresenta uma variedade de temperos para churrasco incluindo o chimichurri,Não há chimichurri entre os temperos para churrasco na bancada,0,Contradiction,OK,N
271,O gato está em cima do muro,O gato tem pelo preto,2,Neutral,OK,N
272,"Balões coloridos flutuam no céu azul, cada um representando as cores percebidas pelos daltônicos",As cores que os daltônicos percebem estão representadas nos balões que flutuam no céu azul,1,Entailment,OK,N
273,Uma garota em um balanço azul e branco está usando um casaco e uma touca e tem suas botas cobertas de lama,A garota está brincando em um parque no outono,2,Neutral,OK,N
274,O aplicativo do imposto de renda está sendo exibido,O aplicativo do imposto de renda não está sendo exibido.,0,Contradiction,OK,N
275,Alguém está desprendendo o milho do caule,Alguém está plantando milho.,0,Contradiction,OK,N
276,Os jogadores estão em um campo com uma plateia entusiasmada assistindo,A bola usada no jogo é azul.,2,Neutral,OK,N
277,Duas mulheres jovens vestidas com roupas de academia dão as mãos,As duas mulheres jovens estão vestidas formalmente e não estão segurando as mãos,0,Contradiction,OK,N
278,A região foi severamente danificada pelo rompimento de uma barragem,A região está intacta e não sofreu nenhum dano.,0,Contradiction,OK,N
279,"O teatro tem dois fantoches, um do publicano e outro do fariseu","O teatro só tem um fantoche, o do centurião romano",0,Contradiction,OK,N
280,Os gatinhos listrados são irmãos.,Os gatinhos têm listras.,1,Entailment,OK,N
281,A mostra apresenta um desenho de macacos e pássaros em uma árvore,Os pássaros e os macacos estão representados na árvore no desenho da mostra,1,Entailment,OK,N
282,Dois jogadores do mesmo time se cumprimentam no campo de futebol após um lance,Dois jogadores se abraçam no campo de futebol.,2,Neutral,OK,N
283,Não existe nenhum pássaro voando dentro de um microondas,O microondas está ligado,2,Neutral,OK,N
284,O filho do presidente está com amigos,O descendente do chefe de estado está acompanhado de seus colegas,1,Entailment,OK,N
285,Uma mulher de cabelos ruivos cobre metade do rosto com um meio sorriso,Uma mulher de cabelos ruivos está segurando um guarda-chuva vermelho,2,Neutral,OK,N
286,Três latas de refrigerante estão alinhadas em fila,Há uma fila com três latas de refrigerante.,1,Entailment,OK,N
287,"Um cartão verde apresenta informações como bairro, serviço oferecido, contato de telefone e uma foto do produto produzido",O cartão verde é feito de papel reciclado,2,Neutral,OK,N
288,O quarto está cheio de livros e plantas.,"O quarto está vazio, sem livros nem plantas.",0,Contradiction,OK,N
289,O bolo de chocolate está assando no forno,O bolo de chocolate está na geladeira,0,Contradiction,OK,N
290,A jovem está diante de um cartaz que promove educação sexual,A jovem está usando uma camisa vermelha.,2,Neutral,OK,N
291,Um comunicado importante é anunciado abaixo do logotipo da empresa,Não há anúncios abaixo do logotipo da empresa.,0,Contradiction,OK,N
292,O senhor está preparando o jantar,O senhor está arrumando a mesa para o café da manhã,0,Contradiction,OK,N
293,Três meninas estão brincando de pega-pega na praça,As meninas estão comendo sorvete na praça,2,Neutral,OK,N
294,A mulher com o vestido azul manchado está perto de um lago.,A mulher com o vestido azul manchado está longe de qualquer corpo d'água.,0,Contradiction,OK,N
295,"Um homem moreno está vestido com uma camiseta preta, bermuda de moletom cinza e tênis preto",O homem está andando em uma rua movimentada.,2,Neutral,OK,N
296,Uma mulher está consertando uma rachadura em um bloco de concreto,A mulher não está fazendo nada com o bloco de concreto,0,Contradiction,OK,N
297,Visitantes são fotografados com as obras de arte que criaram na oficina,Os visitantes têm a oportunidade de serem fotografados ao lado de suas próprias criações artísticas.,1,Entailment,OK,N
298,A temperatura está caindo abaixo de zero graus,A temperatura está se tornando negativa,1,Entailment,OK,N
299,O Papai Noel está acompanhado de suas ajudantes,O Papai Noel está carregando um saco cheio de presentes,2,Neutral,OK,N
300,Uma mulher mascarada levanta um cartaz declarando que sua mesa está livre de Covid-19,Há uma mulher garantindo que sua mesa está livre de Covid-19,1,Entailment,OK,N
301,A menina está usando um vestido florido enquanto brinca,A criança está vestindo roupas estampadas com flores durante o tempo de brincar,1,Entailment,OK,N
302,As mulheres estão conversando,As mulheres estão em um café,2,Neutral,OK,N
303,Uma mulher está desfrutando de um pastel,A mulher está bebendo um suco de laranja,2,Neutral,OK,N
304,O gato está deitado na sacada aproveitando o sol,"O gato está escondido dentro de casa, longe do sol.",0,Contradiction,OK,N
305,Botijões de gás estão empilhados,Os botijões de gás estão sendo transportados.,2,Neutral,OK,N
306,Um conjunto de jantar de cerâmica azul e branco está disposto sobre a mesa,O conjunto de jantar de cerâmica azul e branco está disposto sobre a mesa para o jantar.,2,Neutral,OK,N
307,Mãos masculinas estão preparando uma massa de pão,As mãos femininas estão preparando uma massa de pão.,0,Contradiction,OK,N
308,Um garoto está soltando pipa em uma praia,O garoto está jogando futebol na praia,0,Contradiction,OK,N
309,Uma menina vestindo um moletom cor-de-rosa está segurando um copo térmico,A menina está segurando um guarda-chuva,0,Disagreement,OK,S
310,A seguidora está observando a formação das três pedras,A seguidora está usando um vestido azul,2,Neutral,OK,N
311,Uma pequena gatinha preta está pulando pelo jardim,A gatinha preta está dormindo no jardim.,0,Contradiction,OK,N
312,Um indivíduo está cantando na chuva,Alguém está se molhando enquanto canta,1,Entailment,OK,N
313,Um homem está repousando seus pés em uma poltrona,O homem está lendo um livro.,2,Neutral,OK,N
314,Uma represa é cercada por várias árvores cujos reflexos são visíveis nas águas límpidas e calmas,Uma represa cercada por várias árvores possui um peixe dourado nadando em suas águas.,2,Neutral,OK,N
315,Um homem está consumindo macarrão instantâneo com um pacote do produto à sua frente,O homem está usando um guardanapo enquanto come.,2,Neutral,OK,N
